,icd_code,sum,icd_eng,icd_kor,symptom
262,O08,1,Complications following abortion and ectopic and molar pregnancy,"유산, 자궁외임신 및 기태임신에 따른 합병증",유방의 퇴행||비정상적 질출혈||골반 통증||멍||체중감소||커지지 않는 자궁||습관성 유산||비출혈||복부 통증
263,O09,2,,,Empty Icd Name
264,O24,13,Diabetes mellitus in pregnancy,임신중 당뇨병,"무증상||구강호흡||피부색 변화||갈증||식욕부진||침침함||말초 통증||무감각||시림||피로감||체중감소||괴사||시야장애||피부 건조||기운없음||손, 발 감각 저하||피부궤양||저림||감각 이상||다뇨||의식 저하||소양감||복부 통증||구강건조||다음||구토||말초 신경장애||발가락의 변형||다식||피부 긴장도 저하"
265,O26,156,Maternal care for other conditions predominantly related to pregnancy,주로 임신에 관련된 기타 병태의 산모관리,간부전||복수||심부전||폐출혈||빈혈||황달||호흡곤란||비장비대||간비대
266,O47,4,False labour,가진통,불규칙적 진통||비정상적인 진통
267,O80,5,Single spontaneous delivery,단일자연분만,비정상적인 진통
268,O82,5,Single delivery by caesarean section,제왕절개에 의한 단일분만,비정상적인 진통
269,O99,17,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","달리 분류될 수 있지만 임신, 출산 및 산후기에 합병된 기타 산모질환",비정상적 질출혈||복부 압박 증상||복부경련||복부 통증
270,P01,2,Fetus and newborn affected by maternal complications of pregnancy,임신의 산모합병증에 의해 영향을 받은 태아 및 신생아,비정상적 질출혈||복부 압박 증상||복부경련||복부 통증
271,P07,1,"Disorders related to short gestation and low birth weight, NEC",달리 분류되지 않은 단기임신 및 저체중출산에 관련된 장애,비정상적 질출혈||복부 압박 증상||복부경련||복부 통증
272,P52,1,Intracranial nontraumatic haemorrhage of fetus and newborn,태아 및 신생아의 두개내 비외상성 출혈,비정상적 질출혈||복부 압박 증상||복부경련||복부 통증
273,Q21,3,Congenital malformations of cardiac septa,심장중격의 선천기형,수유 곤란||급성 신부전||피로감||운동 시 호흡곤란||청색증||호흡곤란||발육부전
274,Q22,1,Congenital malformations of pulmonary and tricuspid valves,폐동맥판 및 삼첨판의 선천기형,전신 부종||복수||청색증||간비대||대사성 산증||심방 부정맥
275,Q38,9,"Other congenital malformations of tongue, mouth and pharynx","혀, 입 및 인두의 기타 선천기형","발음 이상||수유 곤란||입술, 입천장의 기형||치아발달장애||얼굴형태의 이상"
276,Q85,2,"Phakomatoses, NEC",달리 분류되지 않은 모반증,얼굴 한쪽의 반점||반점||털이 동반되기도 함||검은 점||갈색 피부 반점
277,Q90,1,Down’s syndrome,다운증후군,"납작한 코, 축 쳐진 귀||심혈관계 증상||안면 변형"
278,R00,80,Abnormalities of heart beat,심장박동의 이상,방사통||호흡곤란||가슴 통증
279,R03,16,"Abnormal blood-pressure reading, without diagnosis",진단명 없는 혈압수치이상,자율신경장애||무증상||어지러움||두통
280,R04,30,Haemorrhage from respiratory passages,기도출혈,호흡곤란||청색증||의식 변화||질식
281,R05,937,Cough,기침,기침||코막힘
282,R06,774,Abnormalities of breathing,호흡의 이상,호흡곤란||의식 저하||천명음||청색증
283,R07,95,Pain in throat and chest,목구멍 및 가슴의 통증,삼키기 곤란||목소리 변화||기침||목의 이물감||목의 통증
284,R09,186,Other symptoms and signs involving the circulatory and respiratory systems,순환계통 및 호흡계통의 기타 증상 및 징후,호흡곤란||의식 저하||천명음||청색증
285,R10,38,Abdominal and pelvic pain,복부 및 골반 통증,
286,R11,80,Nausea and vomiting,구역 및 구토,
287,R13,30,Dysphagia,삼킴곤란,오심||입 주변 부종||눈물흘림||구토||소양감||의식 저하||콧물||두드러기||설사||가슴 답답||호흡곤란||어지러움||숨막히는 느낌||복부 통증||빈맥
288,R15,6,Faecal incontinence,대변실금,변실금
289,R18,9,Ascites,복수,전신 부종||경정맥 확장||체중증가||호흡곤란||소변량 감소||탈장
290,R19,92,Other symptoms and signs involving the digestive system and abdomen,소화계통 및 복부의 기타 증상 및 징후,구토||설사||소화불량||변비||포만감||체중감소||오심||복부팽만감||가슴 쓰림||트림||복부 불편감||식후 불쾌감||복부 통증
291,R20,4,Disturbances of skin sensation,피부감각의 장애,피부 각질||피부균열||피부소양감
292,R26,114,Abnormalities of gait and mobility,보행과 이동의 이상,보행이상
293,R27,4,Other lack of coordination,기타 협조결여,불안||의심||반복적인 동작
294,R29,73,Other symptoms and signs involving the nervous and musculoskeletal systems,신경계통 및 근골격계통의 기타 증상 및 징후,불안||의심||반복적인 동작
295,R31,10,Unspecified haematuria,상세불명의 혈뇨,옆구리 통증||하지부종||혈뇨||빈뇨||진한 소변색||열||배뇨 시 통증
296,R32,16,Unspecified urinary incontinence,상세불명의 요실금,소변이 샘||배뇨 시 통증||요통||긴박뇨||빈뇨||진한 소변색||복부 통증||악취
297,R33,22,Retention of urine,소변정체,소변을 볼 수 없음||방광 팽만||복부 통증
298,R34,23,Anuria and oliguria,무뇨 및 핍뇨,소변이 샘||배뇨 시 통증||요통||긴박뇨||빈뇨||진한 소변색||복부 통증||악취
299,R39,66,Other symptoms and signs involving the urinary system,비뇨계통의 기타 증상 및 징후,소변이 샘||배뇨 시 통증||요통||긴박뇨||빈뇨||진한 소변색||복부 통증||악취
300,R40,39,"Somnolence, stupor and coma","기면, 혼미 및 혼수",전신 부종||의식 저하||자세 불안정||서맥||혼수||무의식||인지장애||저혈압||감정 변화||저체온||불면증||권태감||기억장애||혼돈
301,R41,117,Other symptoms and signs involving cognitive functions and awareness,인지기능 및 자각에 관련된 기타 증상 및 징후,우울||무관심||판단력장애||기억장애||언어장애
302,R43,27,Disturbances of smell and taste,후각 및 미각 장애,후각장애
303,R44,4,Other symptoms and signs involving general sensations and perceptions,일반적 감각 및 지각에 관련된 기타 증상 및 징후,후각장애
304,R45,29,Symptoms and signs involving emotional state,정서상태에 관련된 증상 및 징후,와해된 언어||와해된 행동||무욕증||환각||피해망상||망상||정서적 둔마||무논리증
305,R46,6,Symptoms and signs involving appearance and behaviour,외양 및 행동에 관련된 증상 및 징후,와해된 언어||와해된 행동||무욕증||환각||피해망상||망상||정서적 둔마||무논리증
306,R47,20,"Speech disturbances, NEC",달리 분류되지 않은 언어장애,정서장애||정신 지체||행동장애||언어장애
307,R50,917,Fever of other and unknown origin,기타 및 원인미상의 열,부정맥||빈호흡||근육강직||대사성 산증||열
308,R51,54,Headache,두통,눈이 무거운 느낌||오심||눈물흘림||구토||두통||압통||근육통||콧물||시력 감소||눈의 통증||박동성 통증||식욕부진||눈의 충혈||뇌압상승증상||코막힘||턱의 통증||빛이나 소리 공포증||편두통
309,R52,102,"Pain, NEC",달리 분류되지 않은 통증,작열감||관절 운동성 감소||우울||환부 통증||근육경련||환부 부종||근력 약화
310,R53,316,Malaise and fatigue,병감 및 피로,피로감||식욕부진||전신 통증||수면장애||기억장애||권태감
311,R55,28,Syncope and collapse,실신 및 허탈,피로감||식욕부진||전신 통증||수면장애||기억장애||권태감
312,R57,156,"Shock, NEC",달리 분류되지 않은 쇼크,설사||구토||두통||발진||불안||열
313,R59,8,Enlarged lymph nodes,림프절비대,설사||경부 림프절병증||점막변화||발진||열||기침||복부 통증
314,R60,30,"Oedema, NEC",달리 분류되지 않은 부종,설사||경부 림프절병증||점막변화||발진||열||기침||복부 통증
315,R63,42,Symptoms and signs concerning food and fluid intake,음식 및 수액 섭취에 관계된 증상 및 징후,피부색 변화||근위축||종아리 근육의 비대||근육경련||척추 측만||안검하수||관절통||피부궤양||발진||삼키기 곤란||환부 부종||호흡곤란||관절 구축||근력 약화||열
316,R64,6,Cachexia,카켁시아,빈호흡||설사||물집||의식 저하||심부전||오한||저혈압||괴사||열||기운없음||환부 부종||반상출혈||소변량 감소||복부 통증||빈맥
317,R65,224,Systemic Inflammatory Response Syndrome,전신염증반응증후군,빈호흡||설사||물집||의식 저하||심부전||오한||저혈압||괴사||열||기운없음||환부 부종||반상출혈||소변량 감소||복부 통증||빈맥
318,R68,640,Other general symptoms and signs,기타 전신 증상 및 징후,빈호흡||설사||물집||의식 저하||심부전||오한||저혈압||괴사||열||기운없음||환부 부종||반상출혈||소변량 감소||복부 통증||빈맥
319,R69,28,Unknown and unspecified causes of morbidity,미상 및 상세불명의 병인,작열감||관절 운동성 감소||우울||환부 통증||근육경련||환부 부종||근력 약화
320,R73,23,Elevated blood glucose level,혈당치상승,"무증상||구강호흡||피부색 변화||갈증||식욕부진||침침함||말초 통증||무감각||시림||피로감||체중감소||괴사||시야장애||피부 건조||기운없음||손, 발 감각 저하||피부궤양||저림||감각 이상||다뇨||의식 저하||소양감||복부 통증||구강건조||다음||구토||말초 신경장애||발가락의 변형||다식||피부 긴장도 저하"
321,R74,71,Abnormal serum enzyme levels,이상혈청효소수치,창백||보챔||식욕부진||진한 소변색||황달||기운없음||비장비대||간비대||복부 통증||열
322,R77,12,Other abnormalities of plasma proteins,혈장단백질의 기타 이상,창백||보챔||식욕부진||진한 소변색||황달||기운없음||비장비대||간비대||복부 통증||열
323,R79,39,Other abnormal findings of blood chemistry,혈액화학의 기타 이상소견,창백||보챔||식욕부진||진한 소변색||황달||기운없음||비장비대||간비대||복부 통증||열
324,R91,107,Abnormal findings on diagnostic imaging of lung,폐의 진단영상검사상 이상소견,가래||기침||운동 시 호흡곤란
325,R94,69,Abnormal results of function studies,기능검사의 이상결과,두통||근육통||피로감||목의 통증||열||호흡곤란||기침||가래
326,R96,126,"Other sudden death, cause unknown",원인 미상의 기타 돌연사,두통||근육통||피로감||목의 통증||열||호흡곤란||기침||가래
327,R98,9,Unattended death,지켜본 사람이 없었던 사망,두통||근육통||피로감||목의 통증||열||호흡곤란||기침||가래
328,S01,3,Open wound of head,머리의 열린상처,점상 출혈||두통
329,S06,18,Intracranial injury,두개내손상,점상 출혈||두통
330,S22,3,"Fracture of rib(s), sternum and thoracic spine","늑골, 흉골 및 흉추의 골절",발음 이상||부정교합||감각 이상||개 폐구 장애||저작장애||안면부 출혈||치아의 탈락||환부 통증||안면부 열상||치아 흔들림
331,S32,12,Fracture of lumbar spine and pelvis,요추 및 골반의 골절,손상 부위 통증||골반 통증
332,S42,8,Fracture of shoulder and upper arm,어깨 및 위팔의 골절,
333,S63,1,"Dislocation, sprain and strain of joints and ligaments at wrist and hand level","손목 및 손부위의 관절 및 인대의 탈구, 염좌 및 긴장",뼈의 변형||손상 부위 출혈||손상 부위 통증||근육강직||손상부위 촉각 소실
334,S72,25,Fracture of femur,대퇴골의 골절,환부 부종||다리변형||다리의 길이가 틀림||손상 부위 통증
335,T79,10,Certain early complications of trauma,외상의 특정 조기합병증,두통||근육통||피로감||목의 통증||열||호흡곤란||기침||가래
336,T81,25,"Complications of procedures, NEC",달리 분류되지 않은 처치의 합병증,두통||근육통||피로감||목의 통증||열||호흡곤란||기침||가래
337,T82,6,"Complications of cardiac and vascular prosthetic devices, implants and grafts","심장 및 혈관 인공삽입장치, 삽입물 및 이식편의 합병증",두통||근육통||피로감||목의 통증||열||호흡곤란||기침||가래
338,T85,6,"Complications of other internal prosthetic devices, implants and grafts","기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증",두통||근육통||피로감||목의 통증||열||호흡곤란||기침||가래
339,U04,34,Severe acute respiratory syndrome[SARS],중증급성호흡증후군[SARS],두통||근육통||오한||열||호흡곤란||기침||권태감
340,U07,960,Emergency use of U07,U07의 응급사용,두통||근육통||피로감||목의 통증||열||호흡곤란||기침||가래
341,U50,16,Disease Pattern of Six Excesses,육음병증(六淫病證),두통||근육통||피로감||목의 통증||열||호흡곤란||기침||가래
342,U69,11,Lung deficiency pattern,폐허증(肺虛證),두통||근육통||피로감||목의 통증||열||호흡곤란||기침||가래
343,U82,19,Resistance to betalactam antibiotics,베타락탐항생제 내성,창백||보챔||식욕부진||진한 소변색||황달||기운없음||비장비대||간비대||복부 통증||열
344,V01,7,Pedestrian injured in collision with pedal cycle,자전거와 충돌로 다친 보행자,환부 부종||무증상||손상 부위 통증
345,V0182,4,,,Empty Icd Name
346,W01,5,"Fall on same level from slipping, tripping and stumbling","미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상",환부 부종||무증상||손상 부위 통증
347,W17,10,Other fall from one level to another,기타 한 면에서 다른 면으로 넘어짐,환부 부종||무증상||손상 부위 통증
348,W18,6,Other fall on same level,동일면상에서의 기타 낙상,환부 부종||무증상||손상 부위 통증
349,W19,18,Unspecified fall,상세불명의 낙상,환부 부종||무증상||손상 부위 통증
350,Y42,4,"Hormones and their synthetic substitutes and antagonists, NEC",달리 분류되지 않은 호르몬 및 그들의 합성대치물 및 길항제,추위를 못견딤||목소리 변화||전신 부종||변비||수유 곤란||근육통||체중증가||피로감||호흡곤란||식욕부진||피부 건조||근긴장의 이상||창백||월경과다||황달
351,Y44,5,Agents primarily affecting blood constituents,주로 혈액성분에 영향을 주는 제제,추위를 못견딤||목소리 변화||전신 부종||변비||수유 곤란||근육통||체중증가||피로감||호흡곤란||식욕부진||피부 건조||근긴장의 이상||창백||월경과다||황달
352,Y66,7,Nonadministration of surgical and medical care,외과적 및 내과적 치료의 불이행,추위를 못견딤||목소리 변화||전신 부종||변비||수유 곤란||근육통||체중증가||피로감||호흡곤란||식욕부진||피부 건조||근긴장의 이상||창백||월경과다||황달
353,Y95,26,Nosocomial condition,병원과 관련된 상태,추위를 못견딤||목소리 변화||전신 부종||변비||수유 곤란||근육통||체중증가||피로감||호흡곤란||식욕부진||피부 건조||근긴장의 이상||창백||월경과다||황달
354,Z00,10,General examination and investigation of persons without complaint and reported diagnosis,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,Empty Icd Name
355,Z03,151,Medical observation and evaluation for suspected diseases and conditions,의심되는 질병 및 병태를 위한 의학적 관찰 및 평가,Empty Icd Name
356,Z08,6,Follow-up examination after treatment for malignant neoplasms,악성 신생물에 대한 치료후 추적검사,Empty Icd Name
357,Z09,41,Follow-up examination after treatment for conditions other than malignant neoplasms,악성 신생물 이외의 병태에 대한 치료후 추적검사,Empty Icd Name
358,Z11,7,Special screening examination  for infectious and parasitic diseases,감염성 및 기생충성 질환에 대한 특수선별검사,Empty Icd Name
359,Z13,95,Special screening examination for other diseases and disorders,기타 질환 및 장애에 대한 특수선별검사,Empty Icd Name
360,Z20,463,Contact with and exposure to communicable diseases,전염성 질환에 접촉 및 노출,Empty Icd Name
361,Z21,11,Asymptomatic human immunodeficiency virus [HIV] infection status,무증상 인체면역결핍바이러스 감염상태,Empty Icd Name
362,Z22,8,Carrier of infectious disease,감염성 질환의 보균자,Empty Icd Name
363,Z29,1360,Need for other prophylactic measures,기타 예방적 조치의 필요,Empty Icd Name
364,Z34,3,Supervision of normal pregnancy,정상임신의 관리,Empty Icd Name
365,Z35,18,Supervision of high-risk pregnancy,고위험임신의 관리,Empty Icd Name
366,Z37,29,Outcome of delivery,분만의 결과,Empty Icd Name
367,Z39,5,Postpartum care and examination,분만후 관리 및 검사,Empty Icd Name
368,Z43,8,Attention to artificial openings,인공개구에 대한 관리,Empty Icd Name
369,Z45,11,Adjustment and management of implanted device,이식장치의 조정 및 관리,Empty Icd Name
370,Z46,14,Fitting and adjustment of other devices,기타 장치의 부착 및 조정,Empty Icd Name
371,Z48,16,Other surgical follow-up care,기타 외과적 추적치료,Empty Icd Name
372,Z49,41,Care involving dialysis,투석을 포함한 치료,Empty Icd Name
373,Z50,140,Care involving use of rehabilitation procedures,재활처치를 포함한 치료,Empty Icd Name
374,Z51,237,Other medical care,기타 의학적 관리,Empty Icd Name
375,Z53,13,"Persons encountering health services for specific procedures, not carried out",수행되지 않은 특정 처치를 위해 보건서비스에 접하고 있는 사람,Empty Icd Name
376,Z59,54,Problems related to housing and economic circumstances,주택 및 경제적 상황에 관련된 문제,Empty Icd Name
377,Z60,59,Problems related to social environment,사회적 환경에 관련된 문제,Empty Icd Name
378,Z63,13,"Other problems related to primary support group, including family circumstances",가족상황을 포함하여 일차지원집단에 관련된 기타 문제,Empty Icd Name
379,Z68,1,,,Empty Icd Name
380,Z71,326,"Persons encountering health services for other counselling and medical advice, NEC",달리 분류되지 않은 기타 상담 및 의학적 권고를 위해 보건서비스와 접하고 있는 사람,Empty Icd Name
381,Z74,185,Problems related to care-provider dependency,간호제공자 의존성에 관련된 문제,Empty Icd Name
382,Z75,90,Problems related to medical facilities and other health care,의료시설 및 기타 보건관리에 관련된 문제,Empty Icd Name
383,Z76,37,Persons encountering health services in other circumstances,기타 상황에서 보건서비스와 접하고 있는 사람,Empty Icd Name
384,Z78,3,,,Empty Icd Name
385,Z79,109,,,Empty Icd Name
386,Z85,25,Personal history of malignant neoplasm,악성 신생물의 개인력,Empty Icd Name
387,Z86,20,Personal history of certain other diseases,특정 기타 질환의 개인력,Empty Icd Name
388,Z87,33,Personal history of other diseases and conditions,기타 질환 및 병태의 개인력,Empty Icd Name
389,Z88,67,"Personal history of allergy to drugs, medicaments and biological substances","약물, 약제 및 생물학적 물질에 대한 앨러지의 개인력",Empty Icd Name
390,Z90,8,"Acquired absence of organs, NEC",달리 분류되지 않은 기관의 후천성 결여,Empty Icd Name
391,Z91,4,"Personal history of risk-factors, NEC",달리 분류되지 않은 위험 요인의 개인력,Empty Icd Name
392,Z92,119,Personal history of medical treatment,의학적 치료의 개인력,Empty Icd Name
393,Z93,1,Artificial opening status,인공개구상태,Empty Icd Name
394,Z94,37,Transplanted organ and tissue status,이식된 기관 및 조직의 상태,Empty Icd Name
395,Z95,114,Presence of cardiac and vascular implants and grafts,심장 및 혈관 삽입물 및 이식편의 존재,Empty Icd Name
396,Z96,63,Presence of other functional implants,기타 기능성 삽입물의 존재,Empty Icd Name
397,Z97,6,Presence of other devices,기타 장치의 존재,Empty Icd Name
398,Z98,4,Other postsurgical states,기타 수술후 상태,Empty Icd Name
399,Z99,114,"Dependence on enabling machines and devices, NEC",달리 분류되지 않은 기능성 기계 및 장치에 대한 의존,Empty Icd Name
